00090bdd,0,2,['0.04', '0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
3df5fce0,0,6,['0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.92', '0.0', '0.0', '0.0']
3e05fc66,9,4,['0.0', '0.0', '0.0', '0.0', '0.53', '0.0', '0.0', '0.0', '0.0', '0.47']
3e1dc98b,3,2,['0.0', '0.0', '0.99', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
3e35c3a8,3,7,['0.0', '0.0', '0.0', '0.46', '0.0', '0.0', '0.0', '0.54', '0.0', '0.0']
3e828232,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
3e884bca,4,6,['0.03', '0.0', '0.02', '0.0', '0.1', '0.0', '0.85', '0.0', '0.0', '0.0']
3ea3bc9e,3,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
3eae8f16,6,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
3eb38a63,7,2,['0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0']
3ed9bd47,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.29', '0.0', '0.71']
3ee1197d,9,1,['0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01']
3f2d9a80,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.99']
3f55d6a4,2,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
3f5b5098,7,9,['0.0', '0.01', '0.0', '0.26', '0.0', '0.0', '0.0', '0.01', '0.08', '0.63']
3f5dc988,6,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
3f7c29a7,8,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01', '0.0']
3f7ccd5e,8,0,['0.99', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
3fcc194b,2,8,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
4022b8f8,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.97']
40256fa4,6,0,['0.57', '0.0', '0.02', '0.0', '0.0', '0.0', '0.42', '0.0', '0.0', '0.0']
402f530a,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4048ba16,5,9,['0.0', '0.0', '0.0', '0.4', '0.0', '0.02', '0.0', '0.02', '0.0', '0.56']
40660c72,1,3,['0.0', '0.0', '0.38', '0.55', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0']
40876ce9,3,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
408ca007,8,6,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.99', '0.0', '0.0', '0.0']
408ca71a,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.84', '0.0', '0.16']
4090bc69,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.24', '0.19', '0.0', '0.57', '0.0']
40b9a63b,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.41', '0.0', '0.59']
40f3b803,3,8,['0.0', '0.0', '0.0', '0.26', '0.0', '0.0', '0.0', '0.0', '0.74', '0.0']
41157f4b,6,8,['0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.92', '0.0']
41176e98,8,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01', '0.0']
41377f28,3,2,['0.0', '0.0', '0.98', '0.02', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4169f839,2,1,['0.0', '0.86', '0.0', '0.0', '0.07', '0.0', '0.07', '0.0', '0.0', '0.0']
416d6853,4,8,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.98', '0.0']
4196d0f6,7,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.81', '0.0', '0.19', '0.0', '0.0']
41c15f9a,3,5,['0.0', '0.0', '0.0', '0.32', '0.01', '0.67', '0.0', '0.0', '0.0', '0.0']
41e25bc4,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.97', '0.0', '0.03']
420a3005,7,5,['0.0', '0.0', '0.12', '0.0', '0.0', '0.65', '0.0', '0.08', '0.14', '0.01']
42168526,9,4,['0.0', '0.1', '0.0', '0.0', '0.65', '0.0', '0.0', '0.0', '0.0', '0.25']
4237f275,8,6,['0.0', '0.01', '0.04', '0.0', '0.0', '0.0', '0.95', '0.0', '0.0', '0.0']
4241baaa,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
42422e8f,6,1,['0.0', '0.56', '0.0', '0.0', '0.0', '0.0', '0.44', '0.0', '0.0', '0.0']
4269dab0,2,0,['0.89', '0.0', '0.11', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
429aabb0,2,7,['0.0', '0.04', '0.07', '0.0', '0.0', '0.0', '0.0', '0.82', '0.0', '0.07']
42b0e027,8,2,['0.0', '0.0', '0.92', '0.08', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
42b8fe6f,2,7,['0.0', '0.0', '0.23', '0.0', '0.0', '0.0', '0.0', '0.77', '0.0', '0.0']
42d89cdb,3,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
42e533ad,9,4,['0.0', '0.0', '0.0', '0.0', '0.53', '0.0', '0.0', '0.0', '0.0', '0.47']
42f3f4ae,2,8,['0.0', '0.0', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.96', '0.0']
430e7bdb,7,2,['0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0']
431b2799,8,1,['0.0', '0.92', '0.07', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
43212b3e,4,6,['0.0', '0.05', '0.0', '0.0', '0.01', '0.0', '0.95', '0.0', '0.0', '0.0']
4339186a,2,8,['0.0', '0.0', '0.37', '0.0', '0.0', '0.0', '0.0', '0.0', '0.63', '0.0']
435413fd,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.97', '0.0', '0.03']
4358327a,9,3,['0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.01', '0.01']
43da32a8,7,3,['0.0', '0.0', '0.0', '0.59', '0.0', '0.0', '0.0', '0.21', '0.18', '0.0']
44464c74,7,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
447f7589,8,2,['0.0', '0.0', '0.91', '0.03', '0.0', '0.0', '0.0', '0.0', '0.06', '0.0']
44c5de2a,7,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
452bab60,6,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
45369689,6,4,['0.0', '0.0', '0.0', '0.0', '0.73', '0.0', '0.27', '0.0', '0.0', '0.0']
458fe602,7,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
46127493,3,4,['0.0', '0.0', '0.0', '0.02', '0.91', '0.0', '0.0', '0.0', '0.0', '0.07']
46581428,9,4,['0.0', '0.0', '0.0', '0.0', '0.73', '0.0', '0.0', '0.0', '0.0', '0.27']
46abf7ea,3,8,['0.0', '0.0', '0.24', '0.01', '0.0', '0.0', '0.0', '0.0', '0.75', '0.0']
46bcbdd9,4,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99']
470e04a3,5,0,['0.76', '0.0', '0.0', '0.0', '0.0', '0.23', '0.0', '0.0', '0.0', '0.0']
47529726,7,2,['0.0', '0.0', '0.88', '0.0', '0.0', '0.0', '0.0', '0.12', '0.0', '0.0']
476be0c6,3,5,['0.0', '0.0', '0.0', '0.18', '0.0', '0.82', '0.0', '0.0', '0.0', '0.0']
47b2bf0f,2,3,['0.0', '0.0', '0.24', '0.74', '0.0', '0.0', '0.0', '0.0', '0.02', '0.01']
47beb1e8,3,5,['0.0', '0.0', '0.0', '0.01', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0']
47cde9d0,7,2,['0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0']
47e4d2a1,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.82', '0.0', '0.17']
4836314e,3,8,['0.0', '0.0', '0.0', '0.36', '0.0', '0.0', '0.0', '0.0', '0.55', '0.08']
484d18c0,4,9,['0.0', '0.0', '0.0', '0.0', '0.45', '0.0', '0.0', '0.0', '0.0', '0.55']
4879814e,8,9,['0.0', '0.0', '0.0', '0.0', '0.49', '0.0', '0.0', '0.0', '0.01', '0.5']
4907e2ff,8,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.11', '0.89', '0.0', '0.0', '0.0']
491f4c07,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.98']
49361430,0,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
49444d97,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
496650c5,8,1,['0.0', '0.96', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0']
497019eb,3,2,['0.0', '0.0', '0.91', '0.09', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4988a895,8,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
49894325,1,6,['0.0', '0.17', '0.02', '0.0', '0.01', '0.02', '0.78', '0.0', '0.0', '0.0']
498f18af,9,4,['0.0', '0.0', '0.0', '0.0', '0.65', '0.0', '0.0', '0.0', '0.0', '0.35']
49b6eecf,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
49ec07fa,7,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
49fbea05,2,7,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.0']
4a15ddcb,5,8,['0.14', '0.0', '0.0', '0.0', '0.0', '0.11', '0.0', '0.0', '0.61', '0.14']
4a1c6271,5,0,['0.99', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0']
4a1d3e92,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
4a295344,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
4a2c3069,7,8,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.01', '0.98', '0.0']
4a337a10,7,9,['0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.39', '0.0', '0.58']
4a3eb18e,3,2,['0.0', '0.0', '0.98', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4a636c31,8,2,['0.1', '0.0', '0.72', '0.0', '0.0', '0.0', '0.0', '0.0', '0.17', '0.01']
4a739651,4,6,['0.0', '0.0', '0.0', '0.0', '0.2', '0.0', '0.79', '0.0', '0.0', '0.0']
4a792250,3,2,['0.0', '0.0', '0.98', '0.01', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0']
4a84ec90,8,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.66', '0.0', '0.33', '0.0']
4a8e07a1,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
4ace8a61,8,1,['0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4af2eb8f,3,7,['0.0', '0.0', '0.0', '0.41', '0.0', '0.0', '0.0', '0.59', '0.0', '0.0']
4b1a91b7,5,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4b2c51e6,2,7,['0.0', '0.0', '0.15', '0.0', '0.0', '0.0', '0.0', '0.85', '0.0', '0.0']
4b2f0e12,3,8,['0.0', '0.0', '0.33', '0.02', '0.0', '0.0', '0.0', '0.0', '0.65', '0.0']
4b618da5,4,1,['0.0', '0.85', '0.15', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4bcc497e,4,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
4bdf7085,2,3,['0.0', '0.0', '0.01', '0.69', '0.0', '0.0', '0.0', '0.0', '0.0', '0.29']
4bf62afc,1,2,['0.0', '0.36', '0.64', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4c32a992,8,0,['0.88', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.11', '0.01']
4c98306e,6,1,['0.0', '0.81', '0.0', '0.0', '0.0', '0.0', '0.19', '0.0', '0.0', '0.0']
4c9e06f2,2,0,['0.95', '0.0', '0.04', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4ca28a51,8,0,['0.99', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4cc24c8d,7,3,['0.0', '0.0', '0.0', '0.96', '0.0', '0.0', '0.0', '0.04', '0.0', '0.0']
4cca62ba,0,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
4cccf641,4,6,['0.0', '0.0', '0.0', '0.0', '0.47', '0.0', '0.53', '0.0', '0.0', '0.0']
4dbe496c,0,2,['0.01', '0.0', '0.62', '0.0', '0.38', '0.0', '0.0', '0.0', '0.0', '0.0']
4dea21f9,9,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4e0633ab,7,1,['0.0', '0.98', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0']
4e16c343,4,9,['0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.0', '0.98']
4e1c024e,2,8,['0.0', '0.0', '0.14', '0.0', '0.0', '0.0', '0.0', '0.0', '0.86', '0.0']
4e44e448,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.99']
4e541f42,6,0,['0.85', '0.0', '0.0', '0.0', '0.0', '0.01', '0.08', '0.0', '0.06', '0.0']
4e645d9a,3,5,['0.0', '0.0', '0.0', '0.02', '0.0', '0.98', '0.0', '0.0', '0.0', '0.0']
4e68963a,2,9,['0.0', '0.0', '0.11', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.89']
4e848c0e,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4e8f57dc,9,4,['0.0', '0.0', '0.0', '0.0', '0.74', '0.0', '0.0', '0.0', '0.0', '0.26']
4ea33f17,2,4,['0.0', '0.0', '0.23', '0.0', '0.76', '0.0', '0.0', '0.0', '0.0', '0.0']
4eb659b5,3,8,['0.0', '0.0', '0.0', '0.3', '0.0', '0.0', '0.0', '0.0', '0.7', '0.0']
4ec5b495,8,0,['0.6', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.4', '0.0']
4ecc4a50,4,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
4f0ee10c,3,2,['0.0', '0.0', '0.99', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
4f1f9a0e,4,9,['0.0', '0.0', '0.0', '0.0', '0.09', '0.0', '0.0', '0.0', '0.0', '0.91']
4fc835eb,7,9,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.04', '0.0', '0.94']
4fde040c,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.44', '0.0', '0.56']
5022678b,7,9,['0.23', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.19', '0.0', '0.58']
50472079,2,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
50661d30,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.88', '0.0', '0.12']
50f943c5,6,1,['0.0', '0.77', '0.0', '0.0', '0.22', '0.0', '0.01', '0.0', '0.0', '0.0']
5118fe91,6,4,['0.0', '0.0', '0.0', '0.0', '0.92', '0.0', '0.08', '0.0', '0.0', '0.0']
512a6b6c,2,6,['0.0', '0.0', '0.16', '0.0', '0.0', '0.0', '0.84', '0.0', '0.0', '0.0']
513c98d7,9,3,['0.0', '0.0', '0.0', '0.79', '0.0', '0.03', '0.0', '0.0', '0.05', '0.13']
51487893,9,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
515329c8,9,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.0', '0.02']
5160dbb7,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5188c107,4,9,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.0', '0.97']
519a6225,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.4', '0.0', '0.6']
51b2ff85,8,4,['0.0', '0.0', '0.0', '0.0', '0.56', '0.0', '0.0', '0.0', '0.44', '0.0']
523a16e4,2,1,['0.0', '0.59', '0.19', '0.0', '0.0', '0.0', '0.0', '0.0', '0.22', '0.0']
52a34206,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.82', '0.0', '0.0', '0.17', '0.0']
52f98f5c,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0']
52fe9646,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.87', '0.04', '0.0', '0.08', '0.0']
533b2bcc,4,8,['0.0', '0.0', '0.0', '0.0', '0.03', '0.0', '0.0', '0.0', '0.97', '0.0']
537c6b0d,4,6,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.98', '0.0', '0.0', '0.0']
538cb683,9,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
538d3d80,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.98']
53aaa2c0,8,4,['0.0', '0.0', '0.0', '0.0', '0.99', '0.0', '0.01', '0.0', '0.0', '0.0']
53d72a29,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
53efa759,8,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5436c29c,2,7,['0.0', '0.0', '0.08', '0.0', '0.0', '0.0', '0.0', '0.65', '0.0', '0.27']
54472485,4,6,['0.04', '0.0', '0.0', '0.0', '0.17', '0.0', '0.79', '0.0', '0.0', '0.0']
549b2982,2,4,['0.0', '0.0', '0.02', '0.0', '0.97', '0.01', '0.0', '0.0', '0.0', '0.0']
54b51a41,3,4,['0.0', '0.0', '0.01', '0.13', '0.53', '0.04', '0.29', '0.0', '0.0', '0.0']
54c0c6b7,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0']
54cb9087,3,5,['0.0', '0.0', '0.0', '0.02', '0.0', '0.68', '0.05', '0.0', '0.25', '0.0']
54eab2b8,5,1,['0.0', '0.89', '0.0', '0.0', '0.0', '0.1', '0.0', '0.0', '0.0', '0.0']
54eb10fb,8,9,['0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.46', '0.53']
551a0937,7,9,['0.0', '0.0', '0.0', '0.02', '0.0', '0.0', '0.0', '0.01', '0.0', '0.97']
55377c89,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
55413c6c,3,8,['0.0', '0.0', '0.0', '0.31', '0.0', '0.05', '0.0', '0.0', '0.62', '0.01']
55430e0f,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.98']
5556b7c7,2,8,['0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
5571f12b,7,2,['0.0', '0.0', '0.92', '0.0', '0.0', '0.0', '0.0', '0.08', '0.0', '0.0']
55741021,3,4,['0.0', '0.01', '0.0', '0.0', '0.58', '0.24', '0.0', '0.0', '0.0', '0.17']
55847640,4,7,['0.0', '0.0', '0.0', '0.0', '0.05', '0.0', '0.0', '0.93', '0.0', '0.02']
558ce0c9,5,3,['0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
55a60b7a,1,2,['0.19', '0.36', '0.45', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
55ba94af,5,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.99']
55d0e512,1,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
55ebae06,3,9,['0.0', '0.0', '0.19', '0.02', '0.0', '0.0', '0.0', '0.0', '0.19', '0.6']
55fc5851,3,5,['0.0', '0.0', '0.0', '0.2', '0.0', '0.8', '0.0', '0.0', '0.0', '0.0']
56247fb8,8,1,['0.0', '0.81', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.19', '0.0']
564062a3,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.57', '0.0', '0.0', '0.43', '0.0']
5662179d,6,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.08', '0.0', '0.92', '0.0']
5679ec5c,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.07', '0.0', '0.93']
569228a4,3,2,['0.0', '0.01', '0.75', '0.24', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5696d290,9,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
56a8329e,5,1,['0.01', '0.81', '0.0', '0.0', '0.0', '0.18', '0.0', '0.0', '0.0', '0.0']
56c1cb16,4,0,['0.96', '0.0', '0.0', '0.0', '0.03', '0.0', '0.01', '0.0', '0.0', '0.0']
56de304e,8,4,['0.0', '0.01', '0.0', '0.0', '0.64', '0.0', '0.09', '0.0', '0.25', '0.0']
57112256,0,6,['0.05', '0.0', '0.03', '0.0', '0.0', '0.16', '0.55', '0.0', '0.19', '0.01']
57788e8c,2,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
577c7f85,3,1,['0.0', '0.79', '0.0', '0.21', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
579cea68,0,6,['0.49', '0.0', '0.0', '0.0', '0.0', '0.0', '0.51', '0.0', '0.0', '0.0']
57a3a3ec,8,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.98', '0.0', '0.0', '0.02', '0.0']
57d7d2b7,8,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.31', '0.69']
57ef4d7d,4,9,['0.0', '0.0', '0.0', '0.0', '0.22', '0.0', '0.0', '0.0', '0.0', '0.78']
57f46209,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
583995c6,7,2,['0.0', '0.0', '0.99', '0.0', '0.0', '0.0', '0.0', '0.01', '0.0', '0.0']
583d5477,1,7,['0.0', '0.29', '0.0', '0.0', '0.06', '0.0', '0.0', '0.65', '0.0', '0.0']
5840f386,2,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
58609731,6,4,['0.01', '0.0', '0.0', '0.0', '0.64', '0.0', '0.36', '0.0', '0.0', '0.0']
58ae1c62,7,3,['0.0', '0.0', '0.0', '0.97', '0.0', '0.0', '0.0', '0.02', '0.01', '0.0']
58efdf3c,2,8,['0.0', '0.0', '0.09', '0.0', '0.0', '0.02', '0.0', '0.0', '0.9', '0.0']
591d893b,9,3,['0.0', '0.0', '0.0', '0.91', '0.0', '0.09', '0.0', '0.0', '0.0', '0.0']
591dcb93,3,0,['1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
59827b19,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.98']
59bb130c,0,8,['0.01', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.99', '0.0']
5a0b2628,3,7,['0.0', '0.0', '0.16', '0.15', '0.0', '0.0', '0.0', '0.69', '0.0', '0.0']
5a4e1079,6,2,['0.0', '0.0', '0.93', '0.0', '0.0', '0.0', '0.07', '0.0', '0.0', '0.0']
5a5c585b,3,2,['0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5a961b6d,5,8,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0']
5b077fa2,9,4,['0.0', '0.0', '0.0', '0.0', '0.7', '0.0', '0.0', '0.0', '0.0', '0.3']
5b2e602c,2,1,['0.0', '0.71', '0.26', '0.0', '0.0', '0.0', '0.0', '0.02', '0.0', '0.0']
5b30c4e1,9,4,['0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5b5713b1,3,7,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0']
5b5f1d86,8,6,['0.0', '0.14', '0.0', '0.0', '0.0', '0.0', '0.86', '0.0', '0.0', '0.0']
5b633e48,3,5,['0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0']
5b81fb90,3,2,['0.0', '0.0', '0.83', '0.17', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']
5b90db0b,5,6,['0.0', '0.0', '0.0', '0.0', '0.0', '0.18', '0.45', '0.0', '0.36', '0.0']
5b93f695,7,9,['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.09', '0.0', '0.91']
5b9787ed,2,0,['0.95', '0.0', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.03', '0.0']
5b98f200,7,1,['0.0', '0.57', '0.0', '0.0', '0.02', '0.0', '0.0', '0.23', '0.0', '0.18']
5bc2e0fb,5,3,['0.0', '0.0', '0.0', '0.94', '0.0', '0.06', '0.0', '0.0', '0.0', '0.0']
5c114d25,4,2,['0.01', '0.0', '0.98', '0.0', '0.01', '0.0', '0.0', '0.0', '0.0', '0.0']
5c2b5b53,6,5,['0.0', '0.0', '0.0', '0.0', '0.0', '0.93', '0.07', '0.0', '0.0', '0.0']
5c2fbbce,4,9,['0.0', '0.0', '0.0', '0.0', '0.21', '0.0', '0.0', '0.0', '0.0', '0.79']
